SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range
60515245,Central,Mkushi,Urban,Male,0,None,AB,Some high school,Other Christian,Student,C1,No Income,Yes,15 – 17
60515246,Central,Mkushi,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Unemployed [NOT SEEKING A JOB],No Income,"K 3,891  -  K 4,627",Yes,18 – 24
60515247,Central,Mkushi,Urban,Male,1,One,AB,University completed,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34
60515248,Central,Mkushi,Urban,Female,1,One,AB,University completed,Anglican/Protestant,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34
60515348,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Seventh Day Adventists,Student,C2,Under K 849,Yes,18 – 24
60515349,Lusaka,Lusaka,Urban,Male,2,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,Yes,25 – 34
60515652,Central,Chibombo,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Student,D,No Income,Yes,15 – 17
60515653,Central,Chibombo,Urban,Female,1,None,D,Primary school completed,Anglican/Protestant,Housewife,D,Under K 849,Yes,25 – 34
60515654,Central,Chibombo,Urban,Male,1,None,AB,Any other post-high school qualification,Seventh Day Adventists,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60515655,Central,Chibombo,Urban,Female,1,None,C2,Primary school completed,Others,Housewife,D,Under K 849,Yes,18 – 24
60515656,Central,Chibombo,Urban,Male,3,None,C2,Some primary school,Seventh Day Adventists,Self employed,D,Under K 849,Yes,45 - 60
60515728,Central,Chibombo,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,18 – 24
60516534,Lusaka,Lusaka,Urban,Male,1,None,AB,University completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34
60516535,Lusaka,Lusaka,Urban,Male,1,None,C2,No formal education,Roman Catholic,Unemployed [NOT SEEKING A JOB],D,Under K 849,No,45 - 60
60516536,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Self employed,D,K 850-K 1674,Yes,25 – 34
60516537,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],D,Do not know,Yes,18 – 24
60516538,Lusaka,Lusaka,Urban,Female,1,None,C2,Completed high School,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,No Income,Yes,18 – 24
60516539,Lusaka,Lusaka,Urban,Male,1,None,AB,Completed high School,Seventh Day Adventists,Self employed,D,"K 1675- K2,499",Yes,18 – 24
60519020,Lusaka,Lusaka,Urban,Male,1,One,AB,University completed,Anglican/Protestant,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,25 – 34
60519021,Lusaka,Lusaka,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Part-Time,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60519022,Lusaka,Lusaka,Urban,Male,3,Two or More,AB,Some high school,Seventh Day Adventists,Student,Do not know,Under K 849,Yes,15 – 17
60519023,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34
60519024,Lusaka,Lusaka,Urban,Female,1,One,AB,Some high school,Seventh Day Adventists,Student,C1,"K 5,365  -  K 6,102",Yes,15 – 17
60524230,Southern,Mazabuka,Urban,Male,2,None,AB,Completed high School,Roman Catholic,Self employed,D,K 850-K 1674,Yes,25 – 34
60524231,Southern,Mazabuka,Urban,Male,2,None,AB,Some university,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,45 - 60
60524419,Lusaka,Lusaka,Urban,Female,0,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,35 – 44
60524420,Lusaka,Lusaka,Urban,Female,0,None,C1,Completed high School,Other Christian,Student,D,K 850-K 1674,Yes,18 – 24
60524421,Lusaka,Lusaka,Urban,Female,2,None,C1,Some university,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,No,18 – 24
60524422,Lusaka,Lusaka,Urban,Female,2,One,AB,Some high school,Roman Catholic,Student,C1,Under K 849,Yes,15 – 17
60524423,Lusaka,Lusaka,Urban,Male,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60525354,Central,Kabwe,Urban,Male,1,One,AB,University completed,Other Christian,Self employed,C1,"K 5,365  -  K 6,102",Yes,25 – 34
60525355,Central,Kabwe,Rural,Female,1,None,D,No formal education,Others,Self employed,D,Under K 849,No,45 - 60
60525356,Central,Kabwe,Urban,Male,1,One,C1,Completed high School,Other Christian,Student,Do not know,No Income,Yes,18 – 24
60525357,Central,Kabwe,Urban,Female,1,None,C1,Some primary school,Others,Housewife,C2,"K 3,891  -  K 4,627",Yes,18 – 24
60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34
60528190,Eastern,Petauke,Urban,Female,0,None,D,Some primary school,Anglican/Protestant,Working Full-Time,D,Under K 849,Yes,25 – 34
60528191,Eastern,Petauke,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Student,Do not know,No Income,No,18 – 24
60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45 - 60
60528193,Eastern,Petauke,Urban,Male,0,None,C2,Some university,Other Christian,Retired - voluntary scholarspensioners,D,"K 1675- K2,499",No,45 - 60
60528194,Eastern,Petauke,Urban,Female,1,None,C2,Some high school,Others,Unemployed [SEEKING A JOB],D,Under K 849,No,35 – 44
60528203,Copperbelt,Chilililabombwe,Urban,Female,2,None,C1,Completed high School,Roman Catholic,Self employed,Do not know,"K 3,155   -  K 3,890",Yes,25 – 34
60528461,Copperbelt,Kalulushi,Urban,Male,3,None,C1,Primary school completed,Others,Self employed,D,Under K 849,Yes,25 – 34
60529347,Lusaka,Lusaka,Urban,Female,1,Two or More,C1,Some university,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,25 – 34
60529376,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Completed high School,Others,Housewife,Do not know,Do not know,No,35 – 44
60529579,Muchinga,Nakonde,Urban,Male,0,None,C1,Completed high School,Muslim,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34
60529580,Muchinga,Nakonde,Urban,Female,2,One,C1,Completed high School,Anglican/Protestant,Working Full-Time,Do not know,No Income,Yes,18 – 24
60530085,Southern,Mazabuka,Urban,Male,1,None,C2,Completed high School,Other Christian,Working Full-Time,D,Under K 849,Yes,25 – 34
60530086,Southern,Mazabuka,Urban,Female,1,None,C2,Completed high School,Other Christian,Working Full-Time,D,Under K 849,Yes,18 – 24
60530176,Copperbelt,Kalulushi,Urban,Female,2,None,C2,Some high school,Anglican/Protestant,Student,C1,"K 7,893 -  K 11,261",Yes,15 – 17
60531169,Copperbelt,Chilililabombwe,Urban,Male,2,One,AB,Completed high School,Others,Self employed,Do not know,Do not know,Yes,45 - 60
60531744,Copperbelt,Mufulira,Urban,Female,1,Two or More,AB,Some university,Roman Catholic,Student,C2,"K 6,103   -  K 7,892",Yes,18 – 24
60531824,Copperbelt,Ndola,Urban,Male,1,None,C1,Some high school,Others,Working Full-Time,D,Under K 849,Yes,35 – 44
60531878,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Primary school completed,Other Christian,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60532056,Southern,Mazabuka,Urban,Male,1,None,AB,University completed,Seventh Day Adventists,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60532792,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Student,Do not know,No Income,Yes,15 – 17
60533355,Copperbelt,Kalulushi,Urban,Female,2,None,C2,Primary school completed,Roman Catholic,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60534190,Southern,Mazabuka,Urban,Male,1,None,C2,Some high school,Seventh Day Adventists,Working Full-Time,D,Under K 849,Yes,18 – 24
60534385,Copperbelt,Luanshya,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Self employed,D,"K 1675- K2,499",Yes,35 – 44
60534386,Copperbelt,Luanshya,Urban,Female,1,None,C1,Primary school completed,Others,Housewife,C2,"K 2,500   -  K 3,154",Yes,35 – 44
60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45 - 60
60534388,Copperbelt,Luanshya,Urban,Female,0,None,C1,Some high school,Seventh Day Adventists,Unemployed [NOT SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34
60534661,Copperbelt,Chilililabombwe,Urban,Female,1,None,C2,Completed high School,Others,Housewife,No Income,No Income,No,45 - 60
60535857,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Primary school completed,Other Christian,Housewife,C2,"K 3,155   -  K 3,890",Yes,25 – 34
60536494,Muchinga,Nakonde,Urban,Male,1,None,C2,Some high school,Seventh Day Adventists,Student,Do not know,No Income,Yes,15 – 17
60536495,Muchinga,Nakonde,Urban,Male,0,None,C2,Primary school completed,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60536496,Muchinga,Nakonde,Urban,Male,0,None,D,Primary school completed,Anglican/Protestant,Unemployed [SEEKING A JOB],D,Under K 849,Yes,45 - 60
60536662,Southern,Mazabuka,Urban,Female,2,None,C1,University completed,Seventh Day Adventists,Working Part-Time,C2,Under K 849,Yes,25 – 34
60536769,Lusaka,Kafue,Urban,Male,1,None,AB,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,No,25 – 34
60536770,Lusaka,Kafue,Urban,Male,1,None,AB,Some high school,Anglican/Protestant,Student,D,K 850-K 1674,Yes,25 – 34
60536771,Lusaka,Kafue,Urban,Female,3,One,AB,Completed high School,Other Christian,Self employed,D,Under K 849,Yes,25 – 34
60536801,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Primary school completed,Others,Housewife,D,Do not know,Yes,18 – 24
60537539,Copperbelt,Ndola,Urban,Male,0,None,C1,Completed high School,Seventh Day Adventists,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60537556,Copperbelt,Kalulushi,Urban,Female,3,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,Under K 849,Yes,25 – 34
60537877,Muchinga,Nakonde,Urban,Male,1,None,C1,Some primary school,Other Christian,Working Full-Time,D,Under K 849,Yes,25 – 34
60538019,Lusaka,Kafue,Urban,Male,1,None,AB,University completed,Seventh Day Adventists,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,25 – 34
60538184,Copperbelt,Kitwe,Urban,Female,2,One,C1,Some high school,Other Christian,Housewife,C2,"K 3,155   -  K 3,890",Yes,18 – 24
60538612,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,Do not know,Yes,35 – 44
60538849,Southern,Mazabuka,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,Under K 849,Yes,25 – 34
60539863,Copperbelt,Kitwe,Urban,Female,1,None,C1,Completed high School,Orthodox,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,15 – 17
60540117,North-Western,Solwezi,Rural,Female,1,None,C2,Primary school completed,Seventh Day Adventists,Housewife,D,K 850-K 1674,Yes,25 – 34
60540118,North-Western,Solwezi,Urban,Female,1,Two or More,AB,University completed,Other Christian,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,45 - 60
60540119,North-Western,Solwezi,Urban,Male,1,None,AB,Completed high School,Others,Unemployed [SEEKING A JOB],C2,"K 3,891  -  K 4,627",Yes,18 – 24
60540120,North-Western,Solwezi,Urban,Female,1,None,AB,University completed,Seventh Day Adventists,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,18 – 24
60540121,North-Western,Solwezi,Urban,Female,1,None,AB,Any other post-high school qualification,Anglican/Protestant,Unemployed [SEEKING A JOB],C1,"K 7,893 -  K 11,261",Yes,25 – 34
60540122,North-Western,Solwezi,Urban,Female,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,45 - 60
60540123,North-Western,Solwezi,Rural,Male,1,None,C1,Some high school,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60540326,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,C1,Under K 849,Yes,15 – 17
60540719,Central,Kapiri Mposhi,Urban,Male,1,One,C2,Completed high School,Roman Catholic,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60540720,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Some high school,Other Christian,Self employed,D,"K 1675- K2,499",Yes,35 – 44
60540721,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,35 – 44
60540722,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Some university,Other Christian,Unemployed [NOT SEEKING A JOB],C2,"K 3,155   -  K 3,890",Yes,35 – 44
60540723,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Some high school,Other Christian,Unemployed [NOT SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34
60540724,Central,Kapiri Mposhi,Urban,Female,1,One,C1,Completed high School,Roman Catholic,Working Full-Time,C1,"K 2,500   -  K 3,154",Yes,25 – 34
60540725,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,18 – 24
60540726,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Housewife,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60540727,Central,Kapiri Mposhi,Urban,Male,1,None,AB,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,35 – 44
60541393,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,C2,"K 5,365  -  K 6,102",Yes,25 – 34
60541600,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Seventh Day Adventists,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,35 – 44
60541872,Central,Chibombo,Urban,Female,2,Two or More,C1,Some high school,Seventh Day Adventists,Housewife,C2,Under K 849,Yes,25 – 34
60541873,Central,Chibombo,Urban,Female,0,None,C2,Any other post-high school qualification,Seventh Day Adventists,Unemployed [NOT SEEKING A JOB],C2,Under K 849,Yes,25 – 34
60541874,Central,Chibombo,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44
60541875,Central,Chibombo,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,45 - 60
60541876,Central,Chibombo,Urban,Female,1,None,C1,University completed,Other Christian,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,35 – 44
60541877,Central,Chibombo,Urban,Female,1,One,C1,Some university,Seventh Day Adventists,Student,C1,"K 6,103   -  K 7,892",Yes,18 – 24
60541878,Central,Chibombo,Urban,Male,1,None,D,No formal education,Other Christian,Self employed,D,Under K 849,Yes,18 – 24
60541879,Central,Chibombo,Urban,Male,0,One,C1,Completed high School,Other Christian,Student,C1,Under K 849,Yes,18 – 24
60541904,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],Do not know,Do not know,No,18 – 24
60542679,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Self employed,Do not know,Do not know,No,35 – 44
60543022,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,25 – 34
60543023,Lusaka,Lusaka,Urban,Female,1,One,C1,Completed high School,Other Christian,Self employed,Do not know,Do not know,Yes,18 – 24
60543024,Lusaka,Lusaka,Urban,Male,1,None,C2,Primary school completed,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34
60543025,Lusaka,Lusaka,Urban,Male,1,One,C1,Some university,Anglican/Protestant,Student,Do not know,No Income,Yes,18 – 24
60543026,Lusaka,Lusaka,Urban,Male,1,None,C1,University completed,Anglican/Protestant,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34
60543321,Copperbelt,Kitwe,Urban,Male,2,One,C1,Primary school completed,Others,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,18 – 24
60543322,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60543324,Eastern,Petauke,Urban,Female,0,None,D,Some primary school,Anglican/Protestant,Self employed,D,Under K 849,Yes,35 – 44
60543325,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Others,Self employed,C1,K 850-K 1674,No,25 – 34
60543326,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,No,25 – 34
60543327,Eastern,Petauke,Urban,Female,0,None,C2,Some high school,Other Christian,Student,Do not know,No Income,No,15 – 17
60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,18 – 24
60543874,Copperbelt,Ndola,Urban,Female,1,None,AB,University completed,Roman Catholic,Working Full-Time,C1,"K 6,103   -  K 7,892",No,25 – 34
60548541,Copperbelt,Kitwe,Urban,Male,3,One,AB,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,18 – 24
60549183,Copperbelt,Kitwe,Urban,Male,2,One,AB,University completed,Roman Catholic,Working Part-Time,C1,"K 3,155   -  K 3,890",Yes,18 – 24
60549600,Lusaka,Lusaka,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,D,K 850-K 1674,No,45 - 60
60549601,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Other Christian,Student,D,Under K 849,Yes,18 – 24
60549602,Lusaka,Lusaka,Urban,Female,1,None,C2,No formal education,Other Christian,Housewife,D,Under K 849,Yes,18 – 24
60549603,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,D,K 850-K 1674,Yes,25 – 34
60549604,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,25 – 34
60549605,Lusaka,Lusaka,Urban,Male,1,None,C2,Some university,Roman Catholic,Self employed,D,K 850-K 1674,Yes,25 – 34
60549710,Central,Kabwe,Urban,Male,2,One,AB,Completed high School,Roman Catholic,Unemployed [NOT SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,18 – 24
60549711,Central,Kabwe,Urban,Male,1,None,C2,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,35 – 44
60549712,Central,Kabwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",No,18 – 24
60549713,Central,Kabwe,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44
60549714,Central,Kabwe,Urban,Male,1,None,C1,University completed,Muslim,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60549715,Central,Kabwe,Urban,Male,0,None,C1,Some university,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,18 – 24
60550261,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60550361,Lusaka,Lusaka,Urban,Male,1,None,C1,Some high school,Other Christian,Student,AB,Under K 849,Yes,18 – 24
60550362,Lusaka,Lusaka,Urban,Female,0,Two or More,AB,Some university,Roman Catholic,Student,C1,Under K 849,Yes,18 – 24
60550363,Lusaka,Lusaka,Urban,Female,0,None,C1,Some high school,Roman Catholic,Student,C2,Under K 849,No,18 – 24
60550364,Lusaka,Lusaka,Urban,Female,0,One,C1,University completed,Roman Catholic,Housewife,C1,K 850-K 1674,Yes,25 – 34
60550365,Lusaka,Lusaka,Urban,Female,1,None,C1,Some university,Other Christian,Student,C1,Under K 849,Yes,25 – 34
60550366,Lusaka,Lusaka,Urban,Female,0,None,C1,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44
60550986,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Some high school,Other Christian,Student,D,"K 2,500   -  K 3,154",Yes,15 – 17
60551587,Copperbelt,Chilililabombwe,Urban,Female,2,None,C2,Completed high School,Others,Self employed,C2,Do not know,Yes,25 – 34
60551800,Copperbelt,Mufulira,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",No,18 – 24
60552083,Copperbelt,Kalulushi,Urban,Female,3,None,C2,Primary school completed,Roman Catholic,Housewife,C2,"K 2,500   -  K 3,154",Yes,35 – 44
60552219,Copperbelt,Kitwe,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60552946,Copperbelt,Chilililabombwe,Urban,Female,1,None,C2,Completed high School,Other Christian,Housewife,Do not know,Do not know,No,45 - 60
